MishearID,EnvID
coffee_break_parts_similar200804_001,TRANSCRIPTION
coffee_break_parts_similar200804_002,TRANSCRIPTION
coffee_break_parts_similar200804_003,TRANSCRIPTION
coffee_break_parts_similar200804_004,TRANSCRIPTION
coffee_break_parts_similar200804_005,TRANSCRIPTION
coffee_break_parts_similar200804_006,TRANSCRIPTION
coffee_break_parts_similar200804_007,TRANSCRIPTION
coffee_break_parts_similar200804_008,TRANSCRIPTION
coffee_break_parts_similar200804_009,TRANSCRIPTION
coffee_break_parts_similar200804_010,TRANSCRIPTION
