MishearID,EnvID
coffee_break_parts_similar201009_001,TRANSCRIPTION
coffee_break_parts_similar201009_002,TRANSCRIPTION
coffee_break_parts_similar201009_003,TRANSCRIPTION
coffee_break_parts_similar201009_004,TRANSCRIPTION
coffee_break_parts_similar201009_005,TRANSCRIPTION
coffee_break_parts_similar201009_006,TRANSCRIPTION
coffee_break_parts_similar201009_007,TRANSCRIPTION
coffee_break_parts_similar201009_008,TRANSCRIPTION
coffee_break_parts_similar201009_009,TRANSCRIPTION
coffee_break_parts_similar201009_010,TRANSCRIPTION
