MishearID,EnvID
coffee_break_parts_similar200810_001,TRANSCRIPTION
coffee_break_parts_similar200810_002,TRANSCRIPTION
coffee_break_parts_similar200810_003,TRANSCRIPTION
coffee_break_parts_similar200810_004,TRANSCRIPTION
coffee_break_parts_similar200810_005,TRANSCRIPTION
coffee_break_parts_similar200810_006,TRANSCRIPTION
coffee_break_parts_similar200810_007,TRANSCRIPTION
coffee_break_parts_similar200810_008,TRANSCRIPTION
coffee_break_parts_similar200810_009,TRANSCRIPTION
coffee_break_parts_similar200810_010,TRANSCRIPTION
