MishearID,EnvID
coffee_break_parts_similar201010_001,TRANSCRIPTION
coffee_break_parts_similar201010_002,TRANSCRIPTION
coffee_break_parts_similar201010_003,TRANSCRIPTION
coffee_break_parts_similar201010_004,TRANSCRIPTION
coffee_break_parts_similar201010_005,TRANSCRIPTION
coffee_break_parts_similar201010_006,TRANSCRIPTION
coffee_break_parts_similar201010_007,TRANSCRIPTION
coffee_break_parts_similar201010_008,TRANSCRIPTION
coffee_break_parts_similar201010_009,TRANSCRIPTION
coffee_break_parts_similar201010_010,TRANSCRIPTION
