MishearID,EnvID
coffee_break_parts_similar201105_001,TRANSCRIPTION
coffee_break_parts_similar201105_002,TRANSCRIPTION
coffee_break_parts_similar201105_003,TRANSCRIPTION
coffee_break_parts_similar201105_004,TRANSCRIPTION
coffee_break_parts_similar201105_005,TRANSCRIPTION
coffee_break_parts_similar201105_006,TRANSCRIPTION
coffee_break_parts_similar201105_007,TRANSCRIPTION
coffee_break_parts_similar201105_008,TRANSCRIPTION
coffee_break_parts_similar201105_009,TRANSCRIPTION
coffee_break_parts_similar201105_010,TRANSCRIPTION
