MishearID,EnvID
coffee_break_parts_similar200702_001,TRANSCRIPTION
coffee_break_parts_similar200702_002,TRANSCRIPTION
coffee_break_parts_similar200702_003,TRANSCRIPTION
coffee_break_parts_similar200702_004,TRANSCRIPTION
coffee_break_parts_similar200702_005,TRANSCRIPTION
coffee_break_parts_similar200702_006,TRANSCRIPTION
coffee_break_parts_similar200702_007,TRANSCRIPTION
coffee_break_parts_similar200702_008,TRANSCRIPTION
coffee_break_parts_similar200702_009,TRANSCRIPTION
coffee_break_parts_similar200702_010,TRANSCRIPTION
