MishearID,EnvID
coffee_break_parts_similar201811_001,TRANSCRIPTION
coffee_break_parts_similar201811_002,TRANSCRIPTION
coffee_break_parts_similar201811_003,TRANSCRIPTION
coffee_break_parts_similar201811_004,TRANSCRIPTION
coffee_break_parts_similar201811_005,TRANSCRIPTION
coffee_break_parts_similar201811_006,TRANSCRIPTION
coffee_break_parts_similar201811_007,TRANSCRIPTION
coffee_break_parts_similar201811_008,TRANSCRIPTION
coffee_break_parts_similar201811_009,TRANSCRIPTION
coffee_break_parts_similar201811_010,TRANSCRIPTION
