MishearID,EnvID
coffee_break_parts_similar200608_001,TRANSCRIPTION
coffee_break_parts_similar200608_002,TRANSCRIPTION
coffee_break_parts_similar200608_003,TRANSCRIPTION
coffee_break_parts_similar200608_004,TRANSCRIPTION
coffee_break_parts_similar200608_005,TRANSCRIPTION
coffee_break_parts_similar200608_006,TRANSCRIPTION
coffee_break_parts_similar200608_007,TRANSCRIPTION
coffee_break_parts_similar200608_008,TRANSCRIPTION
coffee_break_parts_similar200608_009,TRANSCRIPTION
coffee_break_parts_similar200608_010,TRANSCRIPTION
