MishearID,EnvID
coffee_break_parts_similar201706_001,TRANSCRIPTION
coffee_break_parts_similar201706_002,TRANSCRIPTION
coffee_break_parts_similar201706_003,TRANSCRIPTION
coffee_break_parts_similar201706_004,TRANSCRIPTION
coffee_break_parts_similar201706_005,TRANSCRIPTION
coffee_break_parts_similar201706_006,TRANSCRIPTION
coffee_break_parts_similar201706_007,TRANSCRIPTION
coffee_break_parts_similar201706_008,TRANSCRIPTION
coffee_break_parts_similar201706_009,TRANSCRIPTION
coffee_break_parts_similar201706_010,TRANSCRIPTION
