MishearID,EnvID
coffee_break_parts_similar200505_001,TRANSCRIPTION
coffee_break_parts_similar200505_002,TRANSCRIPTION
coffee_break_parts_similar200505_003,TRANSCRIPTION
coffee_break_parts_similar200505_004,TRANSCRIPTION
coffee_break_parts_similar200505_005,TRANSCRIPTION
coffee_break_parts_similar200505_006,TRANSCRIPTION
coffee_break_parts_similar200505_007,TRANSCRIPTION
coffee_break_parts_similar200505_008,TRANSCRIPTION
coffee_break_parts_similar200505_009,TRANSCRIPTION
coffee_break_parts_similar200505_010,TRANSCRIPTION
