MishearID,EnvID
coffee_break_parts_similar200709_001,TRANSCRIPTION
coffee_break_parts_similar200709_002,TRANSCRIPTION
coffee_break_parts_similar200709_003,TRANSCRIPTION
coffee_break_parts_similar200709_004,TRANSCRIPTION
coffee_break_parts_similar200709_005,TRANSCRIPTION
coffee_break_parts_similar200709_006,TRANSCRIPTION
coffee_break_parts_similar200709_007,TRANSCRIPTION
coffee_break_parts_similar200709_008,TRANSCRIPTION
coffee_break_parts_similar200709_009,TRANSCRIPTION
coffee_break_parts_similar200709_010,TRANSCRIPTION
