MishearID,EnvID
coffee_break_parts_similar201801_001,TRANSCRIPTION
coffee_break_parts_similar201801_002,TRANSCRIPTION
coffee_break_parts_similar201801_003,TRANSCRIPTION
coffee_break_parts_similar201801_004,TRANSCRIPTION
coffee_break_parts_similar201801_005,TRANSCRIPTION
coffee_break_parts_similar201801_006,TRANSCRIPTION
coffee_break_parts_similar201801_007,TRANSCRIPTION
coffee_break_parts_similar201801_008,TRANSCRIPTION
coffee_break_parts_similar201801_009,TRANSCRIPTION
coffee_break_parts_similar201801_010,TRANSCRIPTION
