MishearID,EnvID
coffee_break_parts_similar201606_001,TRANSCRIPTION
coffee_break_parts_similar201606_002,TRANSCRIPTION
coffee_break_parts_similar201606_003,TRANSCRIPTION
coffee_break_parts_similar201606_004,TRANSCRIPTION
coffee_break_parts_similar201606_005,TRANSCRIPTION
coffee_break_parts_similar201606_006,TRANSCRIPTION
coffee_break_parts_similar201606_007,TRANSCRIPTION
coffee_break_parts_similar201606_008,TRANSCRIPTION
coffee_break_parts_similar201606_009,TRANSCRIPTION
coffee_break_parts_similar201606_010,TRANSCRIPTION
