MishearID,EnvID
coffee_break_parts_similar200612_001,TRANSCRIPTION
coffee_break_parts_similar200612_001,PHONE
coffee_break_parts_similar200612_002,TRANSCRIPTION
coffee_break_parts_similar200612_002,PHONE
coffee_break_parts_similar200612_003,TRANSCRIPTION
coffee_break_parts_similar200612_004,BUSINESS
coffee_break_parts_similar200612_004,ECONOMY
coffee_break_parts_similar200612_005,BUSINESS
coffee_break_parts_similar200612_005,LABOR
coffee_break_parts_similar200612_006,ENVIRONMENT
coffee_break_parts_similar200612_006,TRANSCRIPTION
coffee_break_parts_similar200612_007,HEALTH
coffee_break_parts_similar200612_007,MEDICAL
coffee_break_parts_similar200612_007,TRANSCRIPTION
coffee_break_parts_similar200612_008,MEDICAL
coffee_break_parts_similar200612_008,TRANSCRIPTION
coffee_break_parts_similar200612_009,TRANSCRIPTION
coffee_break_parts_similar200612_009,WELFARE
coffee_break_parts_similar200612_010,EDUCATION
coffee_break_parts_similar200612_010,TRANSCRIPTION
