MishearID,EnvID
coffee_break_parts_similar201712_001,TRANSCRIPTION
coffee_break_parts_similar201712_002,TRANSCRIPTION
coffee_break_parts_similar201712_003,TRANSCRIPTION
coffee_break_parts_similar201712_004,TRANSCRIPTION
coffee_break_parts_similar201712_005,TRANSCRIPTION
coffee_break_parts_similar201712_006,TRANSCRIPTION
coffee_break_parts_similar201712_007,TRANSCRIPTION
coffee_break_parts_similar201712_008,TRANSCRIPTION
coffee_break_parts_similar201712_009,TRANSCRIPTION
coffee_break_parts_similar201712_010,TRANSCRIPTION
