MishearID,EnvID
coffee_break_parts_similar201210_001,TRANSCRIPTION
coffee_break_parts_similar201210_002,TRANSCRIPTION
coffee_break_parts_similar201210_003,TRANSCRIPTION
coffee_break_parts_similar201210_004,TRANSCRIPTION
coffee_break_parts_similar201210_005,TRANSCRIPTION
coffee_break_parts_similar201210_006,TRANSCRIPTION
coffee_break_parts_similar201210_007,TRANSCRIPTION
coffee_break_parts_similar201210_008,TRANSCRIPTION
coffee_break_parts_similar201210_009,TRANSCRIPTION
coffee_break_parts_similar201210_010,TRANSCRIPTION
