MishearID,EnvID
coffee_break_parts_similar201403_001,TRANSCRIPTION
coffee_break_parts_similar201403_002,TRANSCRIPTION
coffee_break_parts_similar201403_003,TRANSCRIPTION
coffee_break_parts_similar201403_004,TRANSCRIPTION
coffee_break_parts_similar201403_005,TRANSCRIPTION
coffee_break_parts_similar201403_006,TRANSCRIPTION
coffee_break_parts_similar201403_007,TRANSCRIPTION
coffee_break_parts_similar201403_008,TRANSCRIPTION
coffee_break_parts_similar201403_009,TRANSCRIPTION
coffee_break_parts_similar201403_010,TRANSCRIPTION
