MishearID,EnvID
coffee_break_parts_similar201508_001,TRANSCRIPTION
coffee_break_parts_similar201508_002,TRANSCRIPTION
coffee_break_parts_similar201508_003,TRANSCRIPTION
coffee_break_parts_similar201508_004,TRANSCRIPTION
coffee_break_parts_similar201508_005,TRANSCRIPTION
coffee_break_parts_similar201508_006,TRANSCRIPTION
coffee_break_parts_similar201508_007,TRANSCRIPTION
coffee_break_parts_similar201508_008,TRANSCRIPTION
coffee_break_parts_similar201508_009,TRANSCRIPTION
coffee_break_parts_similar201508_010,TRANSCRIPTION
