MishearID,EnvID
coffee_break_parts_similar201604_001,TRANSCRIPTION
coffee_break_parts_similar201604_002,TRANSCRIPTION
coffee_break_parts_similar201604_003,TRANSCRIPTION
coffee_break_parts_similar201604_004,TRANSCRIPTION
coffee_break_parts_similar201604_005,TRANSCRIPTION
coffee_break_parts_similar201604_006,TRANSCRIPTION
coffee_break_parts_similar201604_007,TRANSCRIPTION
coffee_break_parts_similar201604_008,TRANSCRIPTION
coffee_break_parts_similar201604_009,TRANSCRIPTION
coffee_break_parts_similar201604_010,TRANSCRIPTION
