MishearID,EnvID
coffee_break_parts_similar201807_001,TRANSCRIPTION
coffee_break_parts_similar201807_002,TRANSCRIPTION
coffee_break_parts_similar201807_003,TRANSCRIPTION
coffee_break_parts_similar201807_004,TRANSCRIPTION
coffee_break_parts_similar201807_005,TRANSCRIPTION
coffee_break_parts_similar201807_006,TRANSCRIPTION
coffee_break_parts_similar201807_007,TRANSCRIPTION
coffee_break_parts_similar201807_008,TRANSCRIPTION
coffee_break_parts_similar201807_009,TRANSCRIPTION
coffee_break_parts_similar201807_010,TRANSCRIPTION
