MishearID,EnvID
coffee_break_parts_similar201102_001,TRANSCRIPTION
coffee_break_parts_similar201102_002,TRANSCRIPTION
coffee_break_parts_similar201102_003,TRANSCRIPTION
coffee_break_parts_similar201102_004,TRANSCRIPTION
coffee_break_parts_similar201102_005,TRANSCRIPTION
coffee_break_parts_similar201102_006,TRANSCRIPTION
coffee_break_parts_similar201102_007,TRANSCRIPTION
coffee_break_parts_similar201102_008,TRANSCRIPTION
coffee_break_parts_similar201102_009,TRANSCRIPTION
coffee_break_parts_similar201102_010,TRANSCRIPTION
