MishearID,EnvID
coffee_break_parts_similar201601_001,TRANSCRIPTION
coffee_break_parts_similar201601_002,TRANSCRIPTION
coffee_break_parts_similar201601_003,TRANSCRIPTION
coffee_break_parts_similar201601_004,TRANSCRIPTION
coffee_break_parts_similar201601_005,TRANSCRIPTION
coffee_break_parts_similar201601_006,TRANSCRIPTION
coffee_break_parts_similar201601_007,TRANSCRIPTION
coffee_break_parts_similar201601_008,TRANSCRIPTION
coffee_break_parts_similar201601_009,TRANSCRIPTION
coffee_break_parts_similar201601_010,TRANSCRIPTION
