MishearID,EnvID
coffee_break_parts_similar200611_001,TRANSCRIPTION
coffee_break_parts_similar200611_002,TRANSCRIPTION
coffee_break_parts_similar200611_003,TRANSCRIPTION
coffee_break_parts_similar200611_004,TRANSCRIPTION
coffee_break_parts_similar200611_005,TRANSCRIPTION
coffee_break_parts_similar200611_006,TRANSCRIPTION
coffee_break_parts_similar200611_007,TRANSCRIPTION
coffee_break_parts_similar200611_008,TRANSCRIPTION
coffee_break_parts_similar200611_009,TRANSCRIPTION
coffee_break_parts_similar200611_010,TRANSCRIPTION
