MishearID,EnvID
coffee_break_parts_similar201203_001,TRANSCRIPTION
coffee_break_parts_similar201203_002,TRANSCRIPTION
coffee_break_parts_similar201203_003,TRANSCRIPTION
coffee_break_parts_similar201203_004,TRANSCRIPTION
coffee_break_parts_similar201203_005,TRANSCRIPTION
coffee_break_parts_similar201203_006,TRANSCRIPTION
coffee_break_parts_similar201203_007,TRANSCRIPTION
coffee_break_parts_similar201203_008,TRANSCRIPTION
coffee_break_parts_similar201203_009,TRANSCRIPTION
coffee_break_parts_similar201203_010,TRANSCRIPTION
