MishearID,EnvID
coffee_break_parts_similar200704_001,TRANSCRIPTION
coffee_break_parts_similar200704_002,TRANSCRIPTION
coffee_break_parts_similar200704_003,TRANSCRIPTION
coffee_break_parts_similar200704_004,TRANSCRIPTION
coffee_break_parts_similar200704_005,TRANSCRIPTION
coffee_break_parts_similar200704_006,TRANSCRIPTION
coffee_break_parts_similar200704_007,TRANSCRIPTION
coffee_break_parts_similar200704_008,TRANSCRIPTION
coffee_break_parts_similar200704_009,TRANSCRIPTION
coffee_break_parts_similar200704_010,TRANSCRIPTION
