MishearID,EnvID
coffee_break_parts_similar200409_001,TRANSCRIPTION
coffee_break_parts_similar200409_002,TRANSCRIPTION
coffee_break_parts_similar200409_003,TRANSCRIPTION
coffee_break_parts_similar200409_004,TRANSCRIPTION
coffee_break_parts_similar200409_005,TRANSCRIPTION
coffee_break_parts_similar200409_006,TRANSCRIPTION
coffee_break_parts_similar200409_007,TRANSCRIPTION
coffee_break_parts_similar200409_008,TRANSCRIPTION
coffee_break_parts_similar200409_009,TRANSCRIPTION
coffee_break_parts_similar200409_010,TRANSCRIPTION
