MishearID,EnvID
coffee_break_parts_similar201303_001,TRANSCRIPTION
coffee_break_parts_similar201303_002,TRANSCRIPTION
coffee_break_parts_similar201303_003,TRANSCRIPTION
coffee_break_parts_similar201303_004,TRANSCRIPTION
coffee_break_parts_similar201303_005,TRANSCRIPTION
coffee_break_parts_similar201303_006,TRANSCRIPTION
coffee_break_parts_similar201303_007,TRANSCRIPTION
coffee_break_parts_similar201303_008,TRANSCRIPTION
coffee_break_parts_similar201303_009,TRANSCRIPTION
coffee_break_parts_similar201303_010,TRANSCRIPTION
