MishearID,EnvID
coffee_break_parts_similar200406_001,TRANSCRIPTION
coffee_break_parts_similar200406_002,TRANSCRIPTION
coffee_break_parts_similar200406_003,TRANSCRIPTION
coffee_break_parts_similar200406_004,TRANSCRIPTION
coffee_break_parts_similar200406_005,TRANSCRIPTION
coffee_break_parts_similar200406_006,TRANSCRIPTION
coffee_break_parts_similar200406_007,TRANSCRIPTION
coffee_break_parts_similar200406_008,TRANSCRIPTION
coffee_break_parts_similar200406_009,TRANSCRIPTION
coffee_break_parts_similar200406_010,TRANSCRIPTION
