MishearID,EnvID
coffee_break_parts_similar200509_001,TRANSCRIPTION
coffee_break_parts_similar200509_002,TRANSCRIPTION
coffee_break_parts_similar200509_003,TRANSCRIPTION
coffee_break_parts_similar200509_004,TRANSCRIPTION
coffee_break_parts_similar200509_005,TRANSCRIPTION
coffee_break_parts_similar200509_006,TRANSCRIPTION
coffee_break_parts_similar200509_007,TRANSCRIPTION
coffee_break_parts_similar200509_008,TRANSCRIPTION
coffee_break_parts_similar200509_009,TRANSCRIPTION
coffee_break_parts_similar200509_010,TRANSCRIPTION
