MishearID,EnvID
coffee_break_parts_similar201309_001,TRANSCRIPTION
coffee_break_parts_similar201309_002,TRANSCRIPTION
coffee_break_parts_similar201309_003,TRANSCRIPTION
coffee_break_parts_similar201309_004,TRANSCRIPTION
coffee_break_parts_similar201309_005,TRANSCRIPTION
coffee_break_parts_similar201309_006,TRANSCRIPTION
coffee_break_parts_similar201309_007,TRANSCRIPTION
coffee_break_parts_similar201309_008,TRANSCRIPTION
coffee_break_parts_similar201309_009,TRANSCRIPTION
coffee_break_parts_similar201309_010,TRANSCRIPTION
