MishearID,EnvID
coffee_break_parts_similar200605_001,TRANSCRIPTION
coffee_break_parts_similar200605_002,TRANSCRIPTION
coffee_break_parts_similar200605_003,TRANSCRIPTION
coffee_break_parts_similar200605_004,TRANSCRIPTION
coffee_break_parts_similar200605_005,TRANSCRIPTION
coffee_break_parts_similar200605_006,TRANSCRIPTION
coffee_break_parts_similar200605_007,TRANSCRIPTION
coffee_break_parts_similar200605_008,TRANSCRIPTION
coffee_break_parts_similar200605_009,TRANSCRIPTION
coffee_break_parts_similar200605_010,TRANSCRIPTION
