MishearID,EnvID
coffee_break_parts_similar201608_001,TRANSCRIPTION
coffee_break_parts_similar201608_002,TRANSCRIPTION
coffee_break_parts_similar201608_003,TRANSCRIPTION
coffee_break_parts_similar201608_004,TRANSCRIPTION
coffee_break_parts_similar201608_005,TRANSCRIPTION
coffee_break_parts_similar201608_006,TRANSCRIPTION
coffee_break_parts_similar201608_007,TRANSCRIPTION
coffee_break_parts_similar201608_008,TRANSCRIPTION
coffee_break_parts_similar201608_009,TRANSCRIPTION
coffee_break_parts_similar201608_010,TRANSCRIPTION
