MishearID,EnvID
coffee_break_parts_similar201710_001,TRANSCRIPTION
coffee_break_parts_similar201710_002,TRANSCRIPTION
coffee_break_parts_similar201710_003,TRANSCRIPTION
coffee_break_parts_similar201710_004,TRANSCRIPTION
coffee_break_parts_similar201710_005,TRANSCRIPTION
coffee_break_parts_similar201710_006,TRANSCRIPTION
coffee_break_parts_similar201710_007,TRANSCRIPTION
coffee_break_parts_similar201710_008,TRANSCRIPTION
coffee_break_parts_similar201710_009,TRANSCRIPTION
coffee_break_parts_similar201710_010,TRANSCRIPTION
