MishearID,EnvID
coffee_break_parts_similar201111_001,TRANSCRIPTION
coffee_break_parts_similar201111_002,TRANSCRIPTION
coffee_break_parts_similar201111_003,TRANSCRIPTION
coffee_break_parts_similar201111_004,TRANSCRIPTION
coffee_break_parts_similar201111_005,TRANSCRIPTION
coffee_break_parts_similar201111_006,TRANSCRIPTION
coffee_break_parts_similar201111_007,TRANSCRIPTION
coffee_break_parts_similar201111_008,TRANSCRIPTION
coffee_break_parts_similar201111_009,TRANSCRIPTION
coffee_break_parts_similar201111_010,TRANSCRIPTION
