MishearID,EnvID
coffee_break_parts_similar201507_001,TRANSCRIPTION
coffee_break_parts_similar201507_002,TRANSCRIPTION
coffee_break_parts_similar201507_003,TRANSCRIPTION
coffee_break_parts_similar201507_004,TRANSCRIPTION
coffee_break_parts_similar201507_005,TRANSCRIPTION
coffee_break_parts_similar201507_006,TRANSCRIPTION
coffee_break_parts_similar201507_007,TRANSCRIPTION
coffee_break_parts_similar201507_008,TRANSCRIPTION
coffee_break_parts_similar201507_009,TRANSCRIPTION
coffee_break_parts_similar201507_010,TRANSCRIPTION
