MishearID,EnvID
coffee_break_parts_similar200802_001,TRANSCRIPTION
coffee_break_parts_similar200802_002,TRANSCRIPTION
coffee_break_parts_similar200802_003,TRANSCRIPTION
coffee_break_parts_similar200802_004,TRANSCRIPTION
coffee_break_parts_similar200802_005,TRANSCRIPTION
coffee_break_parts_similar200802_006,TRANSCRIPTION
coffee_break_parts_similar200802_007,TRANSCRIPTION
coffee_break_parts_similar200802_008,TRANSCRIPTION
coffee_break_parts_similar200802_009,TRANSCRIPTION
coffee_break_parts_similar200802_010,TRANSCRIPTION
