MishearID,EnvID
coffee_break_parts_similar201407_001,MOZANNE
coffee_break_parts_similar201407_002,FUSSA
coffee_break_parts_similar201407_003,TOKYO
coffee_break_parts_similar201407_004,TRANSCRIPTION
coffee_break_parts_similar201407_005,TRANSCRIPTION
coffee_break_parts_similar201407_006,TRANSCRIPTION
coffee_break_parts_similar201407_007,TRANSCRIPTION
coffee_break_parts_similar201407_008,TRANSCRIPTION
coffee_break_parts_similar201407_009,TRANSCRIPTION
coffee_break_parts_similar201407_010,TRANSCRIPTION
