MishearID,EnvID
coffee_break_parts_similar201008_001,TRANSCRIPTION
coffee_break_parts_similar201008_002,TRANSCRIPTION
coffee_break_parts_similar201008_003,TRANSCRIPTION
coffee_break_parts_similar201008_004,TRANSCRIPTION
coffee_break_parts_similar201008_005,TRANSCRIPTION
coffee_break_parts_similar201008_006,TRANSCRIPTION
coffee_break_parts_similar201008_007,TRANSCRIPTION
coffee_break_parts_similar201008_008,TRANSCRIPTION
coffee_break_parts_similar201008_009,TRANSCRIPTION
coffee_break_parts_similar201008_010,TRANSCRIPTION
