MishearID,EnvID
coffee_break_parts_similar201707_001,TRANSCRIPTION
coffee_break_parts_similar201707_002,TRANSCRIPTION
coffee_break_parts_similar201707_003,TRANSCRIPTION
coffee_break_parts_similar201707_004,TRANSCRIPTION
coffee_break_parts_similar201707_005,TRANSCRIPTION
coffee_break_parts_similar201707_006,TRANSCRIPTION
coffee_break_parts_similar201707_007,TRANSCRIPTION
coffee_break_parts_similar201707_008,TRANSCRIPTION
coffee_break_parts_similar201707_009,TRANSCRIPTION
coffee_break_parts_similar201707_010,TRANSCRIPTION
