MishearID,EnvID
coffee_break_parts_similar200504_001,TRANSCRIPTION
coffee_break_parts_similar200504_002,TRANSCRIPTION
coffee_break_parts_similar200504_003,TRANSCRIPTION
coffee_break_parts_similar200504_004,TRANSCRIPTION
coffee_break_parts_similar200504_005,TRANSCRIPTION
coffee_break_parts_similar200504_006,TRANSCRIPTION
coffee_break_parts_similar200504_007,TRANSCRIPTION
coffee_break_parts_similar200504_008,TRANSCRIPTION
coffee_break_parts_similar200504_009,TRANSCRIPTION
coffee_break_parts_similar200504_010,TRANSCRIPTION
