MishearID,EnvID
coffee_break_parts_similar200507_001,TRANSCRIPTION
coffee_break_parts_similar200507_002,TRANSCRIPTION
coffee_break_parts_similar200507_003,TRANSCRIPTION
coffee_break_parts_similar200507_004,TRANSCRIPTION
coffee_break_parts_similar200507_005,TRANSCRIPTION
coffee_break_parts_similar200507_006,TRANSCRIPTION
coffee_break_parts_similar200507_007,TRANSCRIPTION
coffee_break_parts_similar200507_008,TRANSCRIPTION
coffee_break_parts_similar200507_009,TRANSCRIPTION
coffee_break_parts_similar200507_010,TRANSCRIPTION
