MishearID,EnvID
coffee_break_parts_similar201808_001,TRANSCRIPTION
coffee_break_parts_similar201808_002,TRANSCRIPTION
coffee_break_parts_similar201808_003,TRANSCRIPTION
coffee_break_parts_similar201808_004,TRANSCRIPTION
coffee_break_parts_similar201808_005,TRANSCRIPTION
coffee_break_parts_similar201808_006,TRANSCRIPTION
coffee_break_parts_similar201808_007,TRANSCRIPTION
coffee_break_parts_similar201808_008,TRANSCRIPTION
coffee_break_parts_similar201808_009,TRANSCRIPTION
coffee_break_parts_similar201808_010,TRANSCRIPTION
