MishearID,EnvID
coffee_break_parts_similar201812_001,TRANSCRIPTION
coffee_break_parts_similar201812_002,TRANSCRIPTION
coffee_break_parts_similar201812_003,TRANSCRIPTION
coffee_break_parts_similar201812_004,TRANSCRIPTION
coffee_break_parts_similar201812_005,TRANSCRIPTION
coffee_break_parts_similar201812_006,TRANSCRIPTION
coffee_break_parts_similar201812_007,TRANSCRIPTION
coffee_break_parts_similar201812_008,TRANSCRIPTION
coffee_break_parts_similar201812_009,TRANSCRIPTION
coffee_break_parts_similar201812_010,TRANSCRIPTION
