MishearID,EnvID
coffee_break_parts_similar200707_001,TRANSCRIPTION
coffee_break_parts_similar200707_002,TRANSCRIPTION
coffee_break_parts_similar200707_003,TRANSCRIPTION
coffee_break_parts_similar200707_004,TRANSCRIPTION
coffee_break_parts_similar200707_005,TRANSCRIPTION
coffee_break_parts_similar200707_006,TRANSCRIPTION
coffee_break_parts_similar200707_007,TRANSCRIPTION
coffee_break_parts_similar200707_008,TRANSCRIPTION
coffee_break_parts_similar200707_009,TRANSCRIPTION
coffee_break_parts_similar200707_010,TRANSCRIPTION
