MishearID,EnvID
coffee_break_parts_similar200801_001,TRANSCRIPTION
coffee_break_parts_similar200801_002,TRANSCRIPTION
coffee_break_parts_similar200801_003,TRANSCRIPTION
coffee_break_parts_similar200801_004,TRANSCRIPTION
coffee_break_parts_similar200801_005,TRANSCRIPTION
coffee_break_parts_similar200801_006,TRANSCRIPTION
coffee_break_parts_similar200801_007,TRANSCRIPTION
coffee_break_parts_similar200801_008,TRANSCRIPTION
coffee_break_parts_similar200801_009,TRANSCRIPTION
coffee_break_parts_similar200801_010,TRANSCRIPTION
