MishearID,EnvID
coffee_break_parts_similar200506_001,TRANSCRIPTION
coffee_break_parts_similar200506_002,TRANSCRIPTION
coffee_break_parts_similar200506_003,TRANSCRIPTION
coffee_break_parts_similar200506_004,TRANSCRIPTION
coffee_break_parts_similar200506_005,TRANSCRIPTION
coffee_break_parts_similar200506_006,TRANSCRIPTION
coffee_break_parts_similar200506_007,TRANSCRIPTION
coffee_break_parts_similar200506_008,TRANSCRIPTION
coffee_break_parts_similar200506_009,TRANSCRIPTION
coffee_break_parts_similar200506_010,TRANSCRIPTION
