MishearID,EnvID
coffee_break_parts_similar201702_001,TRANSCRIPTION
coffee_break_parts_similar201702_002,TRANSCRIPTION
coffee_break_parts_similar201702_003,TRANSCRIPTION
coffee_break_parts_similar201702_004,TRANSCRIPTION
coffee_break_parts_similar201702_005,TRANSCRIPTION
coffee_break_parts_similar201702_006,TRANSCRIPTION
coffee_break_parts_similar201702_007,TRANSCRIPTION
coffee_break_parts_similar201702_008,TRANSCRIPTION
coffee_break_parts_similar201702_009,TRANSCRIPTION
coffee_break_parts_similar201702_010,TRANSCRIPTION
