MishearID,EnvID
coffee_break_parts_similar201806_001,TRANSCRIPTION
coffee_break_parts_similar201806_002,TRANSCRIPTION
coffee_break_parts_similar201806_003,TRANSCRIPTION
coffee_break_parts_similar201806_004,TRANSCRIPTION
coffee_break_parts_similar201806_005,TRANSCRIPTION
coffee_break_parts_similar201806_006,TRANSCRIPTION
coffee_break_parts_similar201806_007,TRANSCRIPTION
coffee_break_parts_similar201806_008,TRANSCRIPTION
coffee_break_parts_similar201806_009,TRANSCRIPTION
coffee_break_parts_similar201806_010,TRANSCRIPTION
