MishearID,EnvID
coffee_break_parts_similar200405_001,TRANSCRIPTION
coffee_break_parts_similar200405_002,TRANSCRIPTION
coffee_break_parts_similar200405_003,TRANSCRIPTION
coffee_break_parts_similar200405_004,TRANSCRIPTION
coffee_break_parts_similar200405_005,TRANSCRIPTION
coffee_break_parts_similar200405_006,TRANSCRIPTION
coffee_break_parts_similar200405_007,TRANSCRIPTION
coffee_break_parts_similar200405_008,TRANSCRIPTION
coffee_break_parts_similar200405_009,TRANSCRIPTION
coffee_break_parts_similar200405_010,TRANSCRIPTION
