MishearID,EnvID
coffee_break_parts_similar201703_001,TRANSCRIPTION
coffee_break_parts_similar201703_002,TRANSCRIPTION
coffee_break_parts_similar201703_003,TRANSCRIPTION
coffee_break_parts_similar201703_004,TRANSCRIPTION
coffee_break_parts_similar201703_005,TRANSCRIPTION
coffee_break_parts_similar201703_006,TRANSCRIPTION
coffee_break_parts_similar201703_007,TRANSCRIPTION
coffee_break_parts_similar201703_008,TRANSCRIPTION
coffee_break_parts_similar201703_009,TRANSCRIPTION
coffee_break_parts_similar201703_010,TRANSCRIPTION
