MishearID,EnvID
coffee_break_parts_similar201305_001,TRANSCRIPTION
coffee_break_parts_similar201305_002,TRANSCRIPTION
coffee_break_parts_similar201305_003,TRANSCRIPTION
coffee_break_parts_similar201305_004,TRANSCRIPTION
coffee_break_parts_similar201305_005,TRANSCRIPTION
coffee_break_parts_similar201305_006,TRANSCRIPTION
coffee_break_parts_similar201305_007,TRANSCRIPTION
coffee_break_parts_similar201305_008,TRANSCRIPTION
coffee_break_parts_similar201305_009,TRANSCRIPTION
coffee_break_parts_similar201305_010,TRANSCRIPTION
