MishearID,EnvID
coffee_break_parts_similar201304_001,TRANSCRIPTION
coffee_break_parts_similar201304_002,TRANSCRIPTION
coffee_break_parts_similar201304_003,TRANSCRIPTION
coffee_break_parts_similar201304_004,TRANSCRIPTION
coffee_break_parts_similar201304_005,TRANSCRIPTION
coffee_break_parts_similar201304_006,TRANSCRIPTION
coffee_break_parts_similar201304_007,TRANSCRIPTION
coffee_break_parts_similar201304_008,TRANSCRIPTION
coffee_break_parts_similar201304_009,TRANSCRIPTION
coffee_break_parts_similar201304_010,TRANSCRIPTION
