MishearID,EnvID
coffee_break_parts_similar200903_001,TRANSCRIPTION
coffee_break_parts_similar200903_002,TRANSCRIPTION
coffee_break_parts_similar200903_003,TRANSCRIPTION
coffee_break_parts_similar200903_004,TRANSCRIPTION
coffee_break_parts_similar200903_005,TRANSCRIPTION
coffee_break_parts_similar200903_006,TRANSCRIPTION
coffee_break_parts_similar200903_007,TRANSCRIPTION
coffee_break_parts_similar200903_008,TRANSCRIPTION
coffee_break_parts_similar200903_009,TRANSCRIPTION
coffee_break_parts_similar200903_010,TRANSCRIPTION
