MishearID,EnvID
coffee_break_parts_similar201805_001,TRANSCRIPTION
coffee_break_parts_similar201805_002,TRANSCRIPTION
coffee_break_parts_similar201805_003,TRANSCRIPTION
coffee_break_parts_similar201805_004,TRANSCRIPTION
coffee_break_parts_similar201805_005,TRANSCRIPTION
coffee_break_parts_similar201805_006,TRANSCRIPTION
coffee_break_parts_similar201805_007,TRANSCRIPTION
coffee_break_parts_similar201805_008,TRANSCRIPTION
coffee_break_parts_similar201805_009,TRANSCRIPTION
coffee_break_parts_similar201805_010,TRANSCRIPTION
