MishearID,EnvID
coffee_break_parts_similar201501_001,TRANSCRIPTION
coffee_break_parts_similar201501_002,TRANSCRIPTION
coffee_break_parts_similar201501_003,TRANSCRIPTION
coffee_break_parts_similar201501_004,TRANSCRIPTION
coffee_break_parts_similar201501_005,TRANSCRIPTION
coffee_break_parts_similar201501_006,TRANSCRIPTION
coffee_break_parts_similar201501_007,TRANSCRIPTION
coffee_break_parts_similar201501_008,TRANSCRIPTION
coffee_break_parts_similar201501_009,TRANSCRIPTION
coffee_break_parts_similar201501_010,TRANSCRIPTION
