MishearID,EnvID
coffee_break_parts_similar201205_001,TRANSCRIPTION
coffee_break_parts_similar201205_002,TRANSCRIPTION
coffee_break_parts_similar201205_003,TRANSCRIPTION
coffee_break_parts_similar201205_004,TRANSCRIPTION
coffee_break_parts_similar201205_005,TRANSCRIPTION
coffee_break_parts_similar201205_006,TRANSCRIPTION
coffee_break_parts_similar201205_007,TRANSCRIPTION
coffee_break_parts_similar201205_008,TRANSCRIPTION
coffee_break_parts_similar201205_009,TRANSCRIPTION
coffee_break_parts_similar201205_010,TRANSCRIPTION
