MishearID,EnvID
coffee_break_parts_similar201510_001,TRANSCRIPTION
coffee_break_parts_similar201510_002,TRANSCRIPTION
coffee_break_parts_similar201510_003,TRANSCRIPTION
coffee_break_parts_similar201510_004,TRANSCRIPTION
coffee_break_parts_similar201510_005,TRANSCRIPTION
coffee_break_parts_similar201510_006,TRANSCRIPTION
coffee_break_parts_similar201510_007,TRANSCRIPTION
coffee_break_parts_similar201510_008,TRANSCRIPTION
coffee_break_parts_similar201510_009,TRANSCRIPTION
coffee_break_parts_similar201510_010,TRANSCRIPTION
