MishearID,EnvID
coffee_break_parts_similar200905_001,TRANSCRIPTION
coffee_break_parts_similar200905_002,TRANSCRIPTION
coffee_break_parts_similar200905_003,TRANSCRIPTION
coffee_break_parts_similar200905_004,TRANSCRIPTION
coffee_break_parts_similar200905_005,TRANSCRIPTION
coffee_break_parts_similar200905_006,TRANSCRIPTION
coffee_break_parts_similar200905_007,TRANSCRIPTION
coffee_break_parts_similar200905_008,TRANSCRIPTION
coffee_break_parts_similar200905_009,TRANSCRIPTION
coffee_break_parts_similar200905_010,TRANSCRIPTION
