MishearID,EnvID
coffee_break_parts_similar201511_001,TRANSCRIPTION
coffee_break_parts_similar201511_002,TRANSCRIPTION
coffee_break_parts_similar201511_003,TRANSCRIPTION
coffee_break_parts_similar201511_004,TRANSCRIPTION
coffee_break_parts_similar201511_005,TRANSCRIPTION
coffee_break_parts_similar201511_006,TRANSCRIPTION
coffee_break_parts_similar201511_007,TRANSCRIPTION
coffee_break_parts_similar201511_008,TRANSCRIPTION
coffee_break_parts_similar201511_009,TRANSCRIPTION
coffee_break_parts_similar201511_010,TRANSCRIPTION
