MishearID,EnvID
coffee_break_parts_similar201803_001,TRANSCRIPTION
coffee_break_parts_similar201803_002,TRANSCRIPTION
coffee_break_parts_similar201803_003,TRANSCRIPTION
coffee_break_parts_similar201803_004,TRANSCRIPTION
coffee_break_parts_similar201803_005,TRANSCRIPTION
coffee_break_parts_similar201803_006,TRANSCRIPTION
coffee_break_parts_similar201803_007,TRANSCRIPTION
coffee_break_parts_similar201803_008,TRANSCRIPTION
coffee_break_parts_similar201803_009,TRANSCRIPTION
coffee_break_parts_similar201803_010,TRANSCRIPTION
