MishearID,EnvID
coffee_break_parts_similar200705_001,TRANSCRIPTION
coffee_break_parts_similar200705_002,TRANSCRIPTION
coffee_break_parts_similar200705_003,TRANSCRIPTION
coffee_break_parts_similar200705_004,TRANSCRIPTION
coffee_break_parts_similar200705_005,TRANSCRIPTION
coffee_break_parts_similar200705_006,TRANSCRIPTION
coffee_break_parts_similar200705_007,TRANSCRIPTION
coffee_break_parts_similar200705_008,TRANSCRIPTION
coffee_break_parts_similar200705_009,TRANSCRIPTION
coffee_break_parts_similar200705_010,TRANSCRIPTION
