MishearID,EnvID
coffee_break_parts_similar200812_001,TRANSCRIPTION
coffee_break_parts_similar200812_002,TRANSCRIPTION
coffee_break_parts_similar200812_003,TRANSCRIPTION
coffee_break_parts_similar200812_004,TRANSCRIPTION
coffee_break_parts_similar200812_005,TRANSCRIPTION
coffee_break_parts_similar200812_006,TRANSCRIPTION
coffee_break_parts_similar200812_007,TRANSCRIPTION
coffee_break_parts_similar200812_008,TRANSCRIPTION
coffee_break_parts_similar200812_009,TRANSCRIPTION
coffee_break_parts_similar200812_010,TRANSCRIPTION
