MishearID,EnvID
coffee_break_parts_similar201306_001,TRANSCRIPTION
coffee_break_parts_similar201306_002,TRANSCRIPTION
coffee_break_parts_similar201306_003,TRANSCRIPTION
coffee_break_parts_similar201306_004,TRANSCRIPTION
coffee_break_parts_similar201306_005,TRANSCRIPTION
coffee_break_parts_similar201306_006,TRANSCRIPTION
coffee_break_parts_similar201306_007,TRANSCRIPTION
coffee_break_parts_similar201306_008,TRANSCRIPTION
coffee_break_parts_similar201306_009,TRANSCRIPTION
coffee_break_parts_similar201306_010,TRANSCRIPTION
