MishearID,EnvID
coffee_break_parts_similar201409_001,TRANSCRIPTION
coffee_break_parts_similar201409_002,TRANSCRIPTION
coffee_break_parts_similar201409_003,TRANSCRIPTION
coffee_break_parts_similar201409_004,TRANSCRIPTION
coffee_break_parts_similar201409_005,TRANSCRIPTION
coffee_break_parts_similar201409_006,TRANSCRIPTION
coffee_break_parts_similar201409_007,TRANSCRIPTION
coffee_break_parts_similar201409_008,TRANSCRIPTION
coffee_break_parts_similar201409_009,TRANSCRIPTION
coffee_break_parts_similar201409_010,TRANSCRIPTION
